mvn exec:java -Dexec.args="1"
mvn exec:java -Dexec.args="2"
mvn clean compile findbugs:findbugs

22.95;20.37700856486517
23.0;20.879289237711664
22.8;20.33610778021089
22.82;20.33610778021089
22.82;20.55573537285183
22.95;20.29373408016751
23.0;20.37700856486517
23.0;20.643504134864543
23.0;20.927906423434962
23.0;20.879289237711664
22.99;20.78551359541304
22.87;20.764407821597867
22.81;20.29373408016751
22.5;20.643504134864543
22.83;20.489434484151488
24.2;20.695247390756577
24.65;20.985771944116625
25.8;20.162371533614103
25.29;21.384731546695015
24.66;21.40082082189774
24.7;21.49440137508544
24.51;21.362663437032943
23.8;21.443979482660676
23.81;20.86192317436624
23.68;20.912245396524273
23.57;21.215995235464458
23.14;20.985771944116625
22.89;20.9719737678373
23.0;20.764407821597867
23.0;21.256753792232665
22.91;21.123560297828334
22.9;20.805759634765312
23.0;20.586463913871498
22.85;20.78551359541304
22.91;20.695247390756577
22.88;20.742376313792057
22.9;20.764407821597867
22.93;20.61569043552324
22.95;20.489434484151488
22.93;20.33610778021089
22.82;20.764407821597867
22.89;20.825206850727398
22.92;20.912245396524273
23.0;21.366561863893995
23.39;20.55573537285183
23.05;21.048935477756874
23.25;20.29373408016751
23.11;21.123560297828334
23.23;20.89605084878615
23.23;20.985771944116625
22.91;20.33610778021089
22.78;20.742376313792057
22.79;20.11992021331998
22.65;21.048935477756874
22.65;20.52341844918333
22.79;20.695247390756577
22.74;20.162371533614103
22.66;20.66999407982106
22.74;20.453720419439378
22.74;19.989312271948506
22.92;20.41624121280823
22.71;20.08018761313614
22.98;20.29373408016751
22.99;19.9375614477277
23.0;20.52341844918333
23.0;20.41624121280823
22.91;20.55573537285183
22.98;21.151432886239252
22.95;20.586463913871498
22.93;20.489434484151488
23.04;20.33610778021089
22.85;20.162371533614103
22.92;20.453720419439378
22.9;20.586463913871498
23.11;20.586463913871498
23.0;20.55573537285183
23.0;20.695247390756577
22.98;20.719348086090577
24.0;20.805759634765312
23.87;20.489434484151488
23.62;20.586463913871498
23.9;21.49710356317572
23.96;21.427399866337506
24.97;21.208614775926847
24.91;21.223198459223102
24.86;21.313380005166913
24.9;21.49707171751898
24.88;21.297701416216473
24.87;21.082699761859185
24.89;21.024771206655572
25.1;21.414991064174405
25.31;21.13309997481822
25.69;20.805759634765312
25.8;21.494257029931408
24.48;21.256753792232665
25.1;21.45409539863079
25.65;21.346139459448082
25.9;21.474272936944132
25.9;21.263008458421073
25.9;20.843911075862447
25.9;21.103689528951318
26.15;21.024771206655572
26.15;20.86192317436624
26.14;20.41624121280823
26.15;20.719348086090577
26.15;20.99915924993153
26.1;20.11992021331998
26.11;20.66999407982106
26.0;20.742376313792057
25.9;20.61569043552324
25.99;21.243802584039717
25.95;20.37700856486517
25.37;20.719348086090577
25.78;20.586463913871498
25.55;20.489434484151488
25.9;20.912245396524273
25.85;19.966397020495794
25.95;20.20617872744009
26.0;20.805759634765312
26.0;20.764407821597867
25.98;20.86192317436624
26.48;20.764407821597867
28.64;20.20617872744009
29.0;20.61569043552324
0.0;21.13309997481822
